name,category,price_per_kg,season,description
Crop7624,Vegetable,179.3,Winter,Crop7624 is a vegetable suitable for winter season.
Crop7625,Vegetable,166.91,Monsoon,Crop7625 is a vegetable suitable for monsoon season.
Crop7626,Fruit,21.27,All year,Crop7626 is a fruit suitable for all year season.
Crop7627,Cereal,71.92,Winter,Crop7627 is a cereal suitable for winter season.
Crop7628,Vegetable,29.24,All year,Crop7628 is a vegetable suitable for all year season.
Crop7629,Cereal,102.33,All year,Crop7629 is a cereal suitable for all year season.
Crop7630,Cereal,157.03,All year,Crop7630 is a cereal suitable for all year season.
Crop7631,Fruit,185.73,Summer,Crop7631 is a fruit suitable for summer season.
Crop7632,Cereal,177.4,Monsoon,Crop7632 is a cereal suitable for monsoon season.
Crop7633,Fruit,185.67,Summer,Crop7633 is a fruit suitable for summer season.
Crop7634,Fruit,97.5,Winter,Crop7634 is a fruit suitable for winter season.
Crop7635,Fruit,84.19,Winter,Crop7635 is a fruit suitable for winter season.
Crop7636,Cereal,176.34,Winter,Crop7636 is a cereal suitable for winter season.
Crop7637,Vegetable,35.12,Winter,Crop7637 is a vegetable suitable for winter season.
Crop7638,Cereal,141.99,All year,Crop7638 is a cereal suitable for all year season.
Crop7639,Cereal,142.64,Winter,Crop7639 is a cereal suitable for winter season.
Crop7640,Cereal,103.78,Monsoon,Crop7640 is a cereal suitable for monsoon season.
Crop7641,Cereal,190.14,All year,Crop7641 is a cereal suitable for all year season.
Crop7642,Vegetable,30.51,All year,Crop7642 is a vegetable suitable for all year season.
Crop7643,Vegetable,146.57,Winter,Crop7643 is a vegetable suitable for winter season.
Crop7644,Cereal,41.6,Winter,Crop7644 is a cereal suitable for winter season.
Crop7645,Cereal,185.34,Monsoon,Crop7645 is a cereal suitable for monsoon season.
Crop7646,Fruit,145.52,Monsoon,Crop7646 is a fruit suitable for monsoon season.
Crop7647,Cereal,178.58,Monsoon,Crop7647 is a cereal suitable for monsoon season.
Crop7648,Vegetable,92.09,Monsoon,Crop7648 is a vegetable suitable for monsoon season.
Crop7649,Cereal,96.16,Winter,Crop7649 is a cereal suitable for winter season.
Crop7650,Vegetable,63.12,Monsoon,Crop7650 is a vegetable suitable for monsoon season.
Crop7651,Cereal,98.54,Winter,Crop7651 is a cereal suitable for winter season.
Crop7652,Vegetable,85.05,All year,Crop7652 is a vegetable suitable for all year season.
Crop7653,Cereal,30.01,Monsoon,Crop7653 is a cereal suitable for monsoon season.
Crop7654,Vegetable,59.5,Monsoon,Crop7654 is a vegetable suitable for monsoon season.
Crop7655,Cereal,34.98,Monsoon,Crop7655 is a cereal suitable for monsoon season.
Crop7656,Fruit,118.1,All year,Crop7656 is a fruit suitable for all year season.
Crop7657,Cereal,172.1,Monsoon,Crop7657 is a cereal suitable for monsoon season.
Crop7658,Cereal,143.61,All year,Crop7658 is a cereal suitable for all year season.
Crop7659,Cereal,38.68,Winter,Crop7659 is a cereal suitable for winter season.
Crop7660,Cereal,179.61,Monsoon,Crop7660 is a cereal suitable for monsoon season.
Crop7661,Vegetable,79.53,All year,Crop7661 is a vegetable suitable for all year season.
Crop7662,Cereal,32.53,Monsoon,Crop7662 is a cereal suitable for monsoon season.
Crop7663,Fruit,53.42,All year,Crop7663 is a fruit suitable for all year season.
Crop7664,Fruit,198.18,Monsoon,Crop7664 is a fruit suitable for monsoon season.
Crop7665,Cereal,195.91,Summer,Crop7665 is a cereal suitable for summer season.
Crop7666,Vegetable,139.34,Summer,Crop7666 is a vegetable suitable for summer season.
Crop7667,Cereal,174.76,Summer,Crop7667 is a cereal suitable for summer season.
Crop7668,Cereal,93.61,All year,Crop7668 is a cereal suitable for all year season.
Crop7669,Cereal,33.2,Monsoon,Crop7669 is a cereal suitable for monsoon season.
Crop7670,Fruit,67.98,Summer,Crop7670 is a fruit suitable for summer season.
Crop7671,Cereal,41.12,All year,Crop7671 is a cereal suitable for all year season.
Crop7672,Fruit,197.06,All year,Crop7672 is a fruit suitable for all year season.
Crop7673,Vegetable,94.15,All year,Crop7673 is a vegetable suitable for all year season.
Crop7674,Cereal,115.93,Monsoon,Crop7674 is a cereal suitable for monsoon season.
Crop7675,Vegetable,170.75,Monsoon,Crop7675 is a vegetable suitable for monsoon season.
Crop7676,Cereal,85.1,Winter,Crop7676 is a cereal suitable for winter season.
Crop7677,Cereal,149.47,Winter,Crop7677 is a cereal suitable for winter season.
Crop7678,Fruit,146.75,All year,Crop7678 is a fruit suitable for all year season.
Crop7679,Cereal,199.75,Summer,Crop7679 is a cereal suitable for summer season.
Crop7680,Vegetable,36.81,All year,Crop7680 is a vegetable suitable for all year season.
Crop7681,Cereal,110.42,Summer,Crop7681 is a cereal suitable for summer season.
Crop7682,Cereal,27.8,All year,Crop7682 is a cereal suitable for all year season.
Crop7683,Fruit,29.94,Summer,Crop7683 is a fruit suitable for summer season.
Crop7684,Cereal,139.75,All year,Crop7684 is a cereal suitable for all year season.
Crop7685,Fruit,88.48,Monsoon,Crop7685 is a fruit suitable for monsoon season.
Crop7686,Vegetable,191.93,Monsoon,Crop7686 is a vegetable suitable for monsoon season.
Crop7687,Fruit,82.72,Monsoon,Crop7687 is a fruit suitable for monsoon season.
Crop7688,Cereal,24.23,All year,Crop7688 is a cereal suitable for all year season.
Crop7689,Fruit,163.85,Summer,Crop7689 is a fruit suitable for summer season.
Crop7690,Vegetable,39.19,Winter,Crop7690 is a vegetable suitable for winter season.
Crop7691,Vegetable,115.96,Summer,Crop7691 is a vegetable suitable for summer season.
Crop7692,Cereal,75.48,Summer,Crop7692 is a cereal suitable for summer season.
Crop7693,Vegetable,126.28,Monsoon,Crop7693 is a vegetable suitable for monsoon season.
Crop7694,Fruit,85.21,Monsoon,Crop7694 is a fruit suitable for monsoon season.
Crop7695,Fruit,90.23,Winter,Crop7695 is a fruit suitable for winter season.
Crop7696,Cereal,41.77,Summer,Crop7696 is a cereal suitable for summer season.
Crop7697,Cereal,21.06,Winter,Crop7697 is a cereal suitable for winter season.
Crop7698,Vegetable,164.96,Monsoon,Crop7698 is a vegetable suitable for monsoon season.
Crop7699,Fruit,154.39,Winter,Crop7699 is a fruit suitable for winter season.
Crop7700,Cereal,41.5,All year,Crop7700 is a cereal suitable for all year season.
Crop7701,Vegetable,84.36,All year,Crop7701 is a vegetable suitable for all year season.
Crop7702,Cereal,114.74,All year,Crop7702 is a cereal suitable for all year season.
Crop7703,Cereal,49.33,Monsoon,Crop7703 is a cereal suitable for monsoon season.
Crop7704,Fruit,70.83,All year,Crop7704 is a fruit suitable for all year season.
Crop7705,Cereal,79.31,Summer,Crop7705 is a cereal suitable for summer season.
Crop7706,Cereal,109.33,All year,Crop7706 is a cereal suitable for all year season.
Crop7707,Cereal,130.3,Monsoon,Crop7707 is a cereal suitable for monsoon season.
Crop7708,Cereal,160.86,All year,Crop7708 is a cereal suitable for all year season.
Crop7709,Fruit,192.12,Monsoon,Crop7709 is a fruit suitable for monsoon season.
Crop7710,Vegetable,43.95,Winter,Crop7710 is a vegetable suitable for winter season.
Crop7711,Fruit,95.78,Winter,Crop7711 is a fruit suitable for winter season.
Crop7712,Vegetable,183.7,Winter,Crop7712 is a vegetable suitable for winter season.
Crop7713,Vegetable,57.45,Winter,Crop7713 is a vegetable suitable for winter season.
Crop7714,Fruit,97.52,Summer,Crop7714 is a fruit suitable for summer season.
Crop7715,Cereal,55.4,Winter,Crop7715 is a cereal suitable for winter season.
Crop7716,Fruit,30.69,All year,Crop7716 is a fruit suitable for all year season.
Crop7717,Fruit,188.43,Monsoon,Crop7717 is a fruit suitable for monsoon season.
Crop7718,Fruit,188.64,Summer,Crop7718 is a fruit suitable for summer season.
Crop7719,Cereal,27.56,Winter,Crop7719 is a cereal suitable for winter season.
Crop7720,Fruit,143.16,All year,Crop7720 is a fruit suitable for all year season.
Crop7721,Fruit,24.48,Summer,Crop7721 is a fruit suitable for summer season.
Crop7722,Vegetable,72.08,Monsoon,Crop7722 is a vegetable suitable for monsoon season.
Crop7723,Fruit,198.08,Winter,Crop7723 is a fruit suitable for winter season.
Crop7724,Fruit,59.25,All year,Crop7724 is a fruit suitable for all year season.
Crop7725,Cereal,46.98,Winter,Crop7725 is a cereal suitable for winter season.
Crop7726,Fruit,168.73,Monsoon,Crop7726 is a fruit suitable for monsoon season.
Crop7727,Fruit,113.07,All year,Crop7727 is a fruit suitable for all year season.
Crop7728,Fruit,131.93,Summer,Crop7728 is a fruit suitable for summer season.
Crop7729,Fruit,186.29,Summer,Crop7729 is a fruit suitable for summer season.
Crop7730,Fruit,188.69,All year,Crop7730 is a fruit suitable for all year season.
Crop7731,Fruit,198.58,Monsoon,Crop7731 is a fruit suitable for monsoon season.
Crop7732,Fruit,21.72,All year,Crop7732 is a fruit suitable for all year season.
Crop7733,Fruit,90.77,Monsoon,Crop7733 is a fruit suitable for monsoon season.
Crop7734,Vegetable,170.45,Summer,Crop7734 is a vegetable suitable for summer season.
Crop7735,Vegetable,139.66,Winter,Crop7735 is a vegetable suitable for winter season.
Crop7736,Cereal,37.28,Winter,Crop7736 is a cereal suitable for winter season.
Crop7737,Cereal,67.6,All year,Crop7737 is a cereal suitable for all year season.
Crop7738,Cereal,79.4,Winter,Crop7738 is a cereal suitable for winter season.
Crop7739,Cereal,137.62,Monsoon,Crop7739 is a cereal suitable for monsoon season.
Crop7740,Cereal,149.52,Monsoon,Crop7740 is a cereal suitable for monsoon season.
Crop7741,Cereal,33.78,All year,Crop7741 is a cereal suitable for all year season.
Crop7742,Cereal,93.45,Monsoon,Crop7742 is a cereal suitable for monsoon season.
Crop7743,Fruit,171.59,Winter,Crop7743 is a fruit suitable for winter season.
Crop7744,Vegetable,174.22,Summer,Crop7744 is a vegetable suitable for summer season.
Crop7745,Fruit,100.85,All year,Crop7745 is a fruit suitable for all year season.
Crop7746,Cereal,161.65,Winter,Crop7746 is a cereal suitable for winter season.
Crop7747,Cereal,38.45,All year,Crop7747 is a cereal suitable for all year season.
Crop7748,Cereal,108.0,Monsoon,Crop7748 is a cereal suitable for monsoon season.
Crop7749,Fruit,176.02,Monsoon,Crop7749 is a fruit suitable for monsoon season.
Crop7750,Vegetable,176.27,Summer,Crop7750 is a vegetable suitable for summer season.
Crop7751,Vegetable,152.58,All year,Crop7751 is a vegetable suitable for all year season.
Crop7752,Fruit,68.36,Winter,Crop7752 is a fruit suitable for winter season.
Crop7753,Fruit,151.95,Summer,Crop7753 is a fruit suitable for summer season.
Crop7754,Fruit,181.03,Monsoon,Crop7754 is a fruit suitable for monsoon season.
Crop7755,Fruit,67.13,Winter,Crop7755 is a fruit suitable for winter season.
Crop7756,Vegetable,102.92,Summer,Crop7756 is a vegetable suitable for summer season.
Crop7757,Vegetable,142.69,Monsoon,Crop7757 is a vegetable suitable for monsoon season.
Crop7758,Vegetable,87.59,All year,Crop7758 is a vegetable suitable for all year season.
Crop7759,Cereal,42.6,Summer,Crop7759 is a cereal suitable for summer season.
Crop7760,Fruit,142.76,Summer,Crop7760 is a fruit suitable for summer season.
Crop7761,Vegetable,61.95,All year,Crop7761 is a vegetable suitable for all year season.
Crop7762,Cereal,40.29,Summer,Crop7762 is a cereal suitable for summer season.
Crop7763,Fruit,138.39,All year,Crop7763 is a fruit suitable for all year season.
Crop7764,Vegetable,177.67,Summer,Crop7764 is a vegetable suitable for summer season.
Crop7765,Vegetable,191.13,Winter,Crop7765 is a vegetable suitable for winter season.
Crop7766,Vegetable,194.6,All year,Crop7766 is a vegetable suitable for all year season.
Crop7767,Fruit,127.08,Monsoon,Crop7767 is a fruit suitable for monsoon season.
Crop7768,Vegetable,58.87,Winter,Crop7768 is a vegetable suitable for winter season.
Crop7769,Fruit,151.3,Monsoon,Crop7769 is a fruit suitable for monsoon season.
Crop7770,Cereal,69.24,Monsoon,Crop7770 is a cereal suitable for monsoon season.
Crop7771,Vegetable,23.61,Monsoon,Crop7771 is a vegetable suitable for monsoon season.
Crop7772,Vegetable,112.24,Winter,Crop7772 is a vegetable suitable for winter season.
Crop7773,Fruit,155.15,Summer,Crop7773 is a fruit suitable for summer season.
Crop7774,Cereal,76.47,All year,Crop7774 is a cereal suitable for all year season.
Crop7775,Cereal,24.93,All year,Crop7775 is a cereal suitable for all year season.
Crop7776,Cereal,68.67,Monsoon,Crop7776 is a cereal suitable for monsoon season.
Crop7777,Cereal,32.77,Summer,Crop7777 is a cereal suitable for summer season.
Crop7778,Vegetable,54.32,Winter,Crop7778 is a vegetable suitable for winter season.
Crop7779,Fruit,96.64,Monsoon,Crop7779 is a fruit suitable for monsoon season.
Crop7780,Fruit,192.04,Winter,Crop7780 is a fruit suitable for winter season.
Crop7781,Fruit,61.46,Winter,Crop7781 is a fruit suitable for winter season.
Crop7782,Vegetable,89.39,Monsoon,Crop7782 is a vegetable suitable for monsoon season.
Crop7783,Cereal,39.56,Summer,Crop7783 is a cereal suitable for summer season.
Crop7784,Fruit,52.83,Summer,Crop7784 is a fruit suitable for summer season.
Crop7785,Vegetable,146.51,All year,Crop7785 is a vegetable suitable for all year season.
Crop7786,Fruit,52.46,Summer,Crop7786 is a fruit suitable for summer season.
Crop7787,Vegetable,111.69,All year,Crop7787 is a vegetable suitable for all year season.
Crop7788,Fruit,132.29,Summer,Crop7788 is a fruit suitable for summer season.
Crop7789,Vegetable,199.12,Monsoon,Crop7789 is a vegetable suitable for monsoon season.
Crop7790,Cereal,28.5,Summer,Crop7790 is a cereal suitable for summer season.
Crop7791,Vegetable,181.5,Summer,Crop7791 is a vegetable suitable for summer season.
Crop7792,Cereal,25.87,Monsoon,Crop7792 is a cereal suitable for monsoon season.
Crop7793,Cereal,136.92,Winter,Crop7793 is a cereal suitable for winter season.
Crop7794,Fruit,83.22,Monsoon,Crop7794 is a fruit suitable for monsoon season.
Crop7795,Vegetable,142.24,All year,Crop7795 is a vegetable suitable for all year season.
Crop7796,Fruit,191.27,Winter,Crop7796 is a fruit suitable for winter season.
Crop7797,Vegetable,98.42,Summer,Crop7797 is a vegetable suitable for summer season.
Crop7798,Vegetable,98.35,All year,Crop7798 is a vegetable suitable for all year season.
Crop7799,Cereal,75.47,Winter,Crop7799 is a cereal suitable for winter season.
Crop7800,Fruit,159.44,Summer,Crop7800 is a fruit suitable for summer season.
Crop7801,Fruit,124.5,Winter,Crop7801 is a fruit suitable for winter season.
Crop7802,Cereal,160.03,Winter,Crop7802 is a cereal suitable for winter season.
Crop7803,Fruit,90.4,Monsoon,Crop7803 is a fruit suitable for monsoon season.
Crop7804,Vegetable,88.85,Summer,Crop7804 is a vegetable suitable for summer season.
Crop7805,Vegetable,176.11,All year,Crop7805 is a vegetable suitable for all year season.
Crop7806,Vegetable,116.02,Summer,Crop7806 is a vegetable suitable for summer season.
Crop7807,Cereal,42.89,Monsoon,Crop7807 is a cereal suitable for monsoon season.
Crop7808,Vegetable,61.74,Monsoon,Crop7808 is a vegetable suitable for monsoon season.
Crop7809,Vegetable,66.77,Winter,Crop7809 is a vegetable suitable for winter season.
Crop7810,Vegetable,140.09,All year,Crop7810 is a vegetable suitable for all year season.
Crop7811,Fruit,143.02,Summer,Crop7811 is a fruit suitable for summer season.
Crop7812,Vegetable,190.85,Monsoon,Crop7812 is a vegetable suitable for monsoon season.
Crop7813,Cereal,32.96,Summer,Crop7813 is a cereal suitable for summer season.
Crop7814,Vegetable,164.75,Monsoon,Crop7814 is a vegetable suitable for monsoon season.
Crop7815,Cereal,81.81,Monsoon,Crop7815 is a cereal suitable for monsoon season.
Crop7816,Fruit,186.97,All year,Crop7816 is a fruit suitable for all year season.
Crop7817,Fruit,92.03,All year,Crop7817 is a fruit suitable for all year season.
Crop7818,Fruit,21.52,Summer,Crop7818 is a fruit suitable for summer season.
Crop7819,Vegetable,152.61,All year,Crop7819 is a vegetable suitable for all year season.
Crop7820,Fruit,167.84,Monsoon,Crop7820 is a fruit suitable for monsoon season.
Crop7821,Vegetable,50.97,Summer,Crop7821 is a vegetable suitable for summer season.
Crop7822,Vegetable,48.72,Monsoon,Crop7822 is a vegetable suitable for monsoon season.
Crop7823,Fruit,186.34,Summer,Crop7823 is a fruit suitable for summer season.
Crop7824,Fruit,59.3,Monsoon,Crop7824 is a fruit suitable for monsoon season.
Crop7825,Cereal,75.41,Winter,Crop7825 is a cereal suitable for winter season.
Crop7826,Fruit,124.92,Summer,Crop7826 is a fruit suitable for summer season.
Crop7827,Fruit,161.53,Monsoon,Crop7827 is a fruit suitable for monsoon season.
Crop7828,Cereal,125.37,Winter,Crop7828 is a cereal suitable for winter season.
Crop7829,Cereal,76.83,Monsoon,Crop7829 is a cereal suitable for monsoon season.
Crop7830,Cereal,66.2,Summer,Crop7830 is a cereal suitable for summer season.
Crop7831,Cereal,28.66,Monsoon,Crop7831 is a cereal suitable for monsoon season.
Crop7832,Fruit,152.16,Monsoon,Crop7832 is a fruit suitable for monsoon season.
Crop7833,Vegetable,114.74,Winter,Crop7833 is a vegetable suitable for winter season.
Crop7834,Cereal,122.21,All year,Crop7834 is a cereal suitable for all year season.
Crop7835,Vegetable,65.79,Summer,Crop7835 is a vegetable suitable for summer season.
Crop7836,Fruit,147.31,All year,Crop7836 is a fruit suitable for all year season.
Crop7837,Fruit,181.47,Monsoon,Crop7837 is a fruit suitable for monsoon season.
Crop7838,Fruit,85.95,Winter,Crop7838 is a fruit suitable for winter season.
Crop7839,Fruit,113.52,Monsoon,Crop7839 is a fruit suitable for monsoon season.
Crop7840,Vegetable,22.46,Monsoon,Crop7840 is a vegetable suitable for monsoon season.
Crop7841,Vegetable,96.08,Winter,Crop7841 is a vegetable suitable for winter season.
Crop7842,Fruit,73.14,All year,Crop7842 is a fruit suitable for all year season.
Crop7843,Fruit,148.83,Winter,Crop7843 is a fruit suitable for winter season.
Crop7844,Fruit,123.75,All year,Crop7844 is a fruit suitable for all year season.
Crop7845,Cereal,76.54,Winter,Crop7845 is a cereal suitable for winter season.
Crop7846,Cereal,76.46,Summer,Crop7846 is a cereal suitable for summer season.
Crop7847,Vegetable,167.91,All year,Crop7847 is a vegetable suitable for all year season.
Crop7848,Cereal,171.1,All year,Crop7848 is a cereal suitable for all year season.
Crop7849,Cereal,78.53,Summer,Crop7849 is a cereal suitable for summer season.
Crop7850,Vegetable,114.36,Winter,Crop7850 is a vegetable suitable for winter season.
Crop7851,Fruit,68.38,Summer,Crop7851 is a fruit suitable for summer season.
Crop7852,Fruit,78.14,Summer,Crop7852 is a fruit suitable for summer season.
Crop7853,Cereal,112.23,Summer,Crop7853 is a cereal suitable for summer season.
Crop7854,Vegetable,126.29,All year,Crop7854 is a vegetable suitable for all year season.
Crop7855,Cereal,57.61,Summer,Crop7855 is a cereal suitable for summer season.
Crop7856,Vegetable,195.87,Winter,Crop7856 is a vegetable suitable for winter season.
Crop7857,Vegetable,196.7,Monsoon,Crop7857 is a vegetable suitable for monsoon season.
Crop7858,Vegetable,33.69,Winter,Crop7858 is a vegetable suitable for winter season.
Crop7859,Vegetable,39.9,Monsoon,Crop7859 is a vegetable suitable for monsoon season.
Crop7860,Vegetable,196.09,Winter,Crop7860 is a vegetable suitable for winter season.
Crop7861,Cereal,136.48,Winter,Crop7861 is a cereal suitable for winter season.
Crop7862,Cereal,187.32,Monsoon,Crop7862 is a cereal suitable for monsoon season.
Crop7863,Cereal,159.17,All year,Crop7863 is a cereal suitable for all year season.
Crop7864,Cereal,36.07,Monsoon,Crop7864 is a cereal suitable for monsoon season.
Crop7865,Fruit,31.25,Winter,Crop7865 is a fruit suitable for winter season.
Crop7866,Fruit,65.68,Winter,Crop7866 is a fruit suitable for winter season.
Crop7867,Vegetable,156.75,All year,Crop7867 is a vegetable suitable for all year season.
Crop7868,Cereal,80.75,Winter,Crop7868 is a cereal suitable for winter season.
Crop7869,Vegetable,60.71,Summer,Crop7869 is a vegetable suitable for summer season.
Crop7870,Fruit,35.09,Monsoon,Crop7870 is a fruit suitable for monsoon season.
Crop7871,Cereal,190.82,All year,Crop7871 is a cereal suitable for all year season.
Crop7872,Vegetable,121.42,All year,Crop7872 is a vegetable suitable for all year season.
Crop7873,Fruit,86.38,All year,Crop7873 is a fruit suitable for all year season.
Crop7874,Vegetable,60.95,Summer,Crop7874 is a vegetable suitable for summer season.
Crop7875,Fruit,177.0,Summer,Crop7875 is a fruit suitable for summer season.
Crop7876,Vegetable,113.35,Winter,Crop7876 is a vegetable suitable for winter season.
Crop7877,Cereal,31.89,All year,Crop7877 is a cereal suitable for all year season.
Crop7878,Fruit,23.23,Summer,Crop7878 is a fruit suitable for summer season.
Crop7879,Fruit,133.74,All year,Crop7879 is a fruit suitable for all year season.
Crop7880,Fruit,72.79,All year,Crop7880 is a fruit suitable for all year season.
Crop7881,Cereal,64.96,Summer,Crop7881 is a cereal suitable for summer season.
Crop7882,Fruit,87.7,Summer,Crop7882 is a fruit suitable for summer season.
Crop7883,Cereal,108.29,All year,Crop7883 is a cereal suitable for all year season.
Crop7884,Vegetable,178.61,Monsoon,Crop7884 is a vegetable suitable for monsoon season.
Crop7885,Fruit,64.56,Summer,Crop7885 is a fruit suitable for summer season.
Crop7886,Vegetable,190.61,All year,Crop7886 is a vegetable suitable for all year season.
Crop7887,Fruit,85.33,Winter,Crop7887 is a fruit suitable for winter season.
Crop7888,Fruit,140.51,All year,Crop7888 is a fruit suitable for all year season.
Crop7889,Vegetable,31.89,Winter,Crop7889 is a vegetable suitable for winter season.
Crop7890,Fruit,46.19,Winter,Crop7890 is a fruit suitable for winter season.
Crop7891,Vegetable,161.78,Monsoon,Crop7891 is a vegetable suitable for monsoon season.
Crop7892,Vegetable,120.34,Winter,Crop7892 is a vegetable suitable for winter season.
Crop7893,Fruit,159.1,All year,Crop7893 is a fruit suitable for all year season.
Crop7894,Cereal,106.09,Summer,Crop7894 is a cereal suitable for summer season.
Crop7895,Cereal,170.52,All year,Crop7895 is a cereal suitable for all year season.
Crop7896,Fruit,75.75,Winter,Crop7896 is a fruit suitable for winter season.
Crop7897,Fruit,107.79,Monsoon,Crop7897 is a fruit suitable for monsoon season.
Crop7898,Fruit,63.54,Monsoon,Crop7898 is a fruit suitable for monsoon season.
Crop7899,Fruit,65.61,All year,Crop7899 is a fruit suitable for all year season.
Crop7900,Vegetable,167.83,All year,Crop7900 is a vegetable suitable for all year season.
Crop7901,Vegetable,89.31,Monsoon,Crop7901 is a vegetable suitable for monsoon season.
Crop7902,Fruit,94.73,Monsoon,Crop7902 is a fruit suitable for monsoon season.
Crop7903,Fruit,196.15,Summer,Crop7903 is a fruit suitable for summer season.
Crop7904,Fruit,120.19,All year,Crop7904 is a fruit suitable for all year season.
Crop7905,Fruit,163.61,Summer,Crop7905 is a fruit suitable for summer season.
Crop7906,Fruit,48.25,Winter,Crop7906 is a fruit suitable for winter season.
Crop7907,Cereal,74.01,Winter,Crop7907 is a cereal suitable for winter season.
Crop7908,Fruit,136.0,Summer,Crop7908 is a fruit suitable for summer season.
Crop7909,Fruit,36.11,Summer,Crop7909 is a fruit suitable for summer season.
Crop7910,Fruit,108.26,Monsoon,Crop7910 is a fruit suitable for monsoon season.
Crop7911,Vegetable,37.83,Summer,Crop7911 is a vegetable suitable for summer season.
Crop7912,Vegetable,64.8,Monsoon,Crop7912 is a vegetable suitable for monsoon season.
Crop7913,Cereal,127.77,Summer,Crop7913 is a cereal suitable for summer season.
Crop7914,Fruit,53.8,Winter,Crop7914 is a fruit suitable for winter season.
Crop7915,Fruit,73.44,All year,Crop7915 is a fruit suitable for all year season.
Crop7916,Fruit,89.22,Summer,Crop7916 is a fruit suitable for summer season.
Crop7917,Vegetable,195.33,Winter,Crop7917 is a vegetable suitable for winter season.
Crop7918,Fruit,52.12,Monsoon,Crop7918 is a fruit suitable for monsoon season.
Crop7919,Vegetable,148.08,Summer,Crop7919 is a vegetable suitable for summer season.
Crop7920,Fruit,102.07,All year,Crop7920 is a fruit suitable for all year season.
Crop7921,Cereal,141.52,All year,Crop7921 is a cereal suitable for all year season.
Crop7922,Vegetable,125.82,Summer,Crop7922 is a vegetable suitable for summer season.
Crop7923,Cereal,34.11,Winter,Crop7923 is a cereal suitable for winter season.
Crop7924,Fruit,56.3,Winter,Crop7924 is a fruit suitable for winter season.
Crop7925,Fruit,198.97,Winter,Crop7925 is a fruit suitable for winter season.
Crop7926,Fruit,40.5,Monsoon,Crop7926 is a fruit suitable for monsoon season.
Crop7927,Fruit,40.96,Summer,Crop7927 is a fruit suitable for summer season.
Crop7928,Fruit,72.04,Monsoon,Crop7928 is a fruit suitable for monsoon season.
Crop7929,Cereal,63.86,Winter,Crop7929 is a cereal suitable for winter season.
Crop7930,Fruit,154.34,Monsoon,Crop7930 is a fruit suitable for monsoon season.
Crop7931,Cereal,131.37,Winter,Crop7931 is a cereal suitable for winter season.
Crop7932,Cereal,197.07,Monsoon,Crop7932 is a cereal suitable for monsoon season.
Crop7933,Fruit,48.79,Summer,Crop7933 is a fruit suitable for summer season.
Crop7934,Fruit,178.91,Winter,Crop7934 is a fruit suitable for winter season.
Crop7935,Fruit,180.58,Summer,Crop7935 is a fruit suitable for summer season.
Crop7936,Fruit,178.19,Monsoon,Crop7936 is a fruit suitable for monsoon season.
Crop7937,Cereal,175.86,Summer,Crop7937 is a cereal suitable for summer season.
Crop7938,Fruit,178.53,Monsoon,Crop7938 is a fruit suitable for monsoon season.
Crop7939,Vegetable,38.09,Monsoon,Crop7939 is a vegetable suitable for monsoon season.
Crop7940,Fruit,178.14,Summer,Crop7940 is a fruit suitable for summer season.
Crop7941,Cereal,182.23,Winter,Crop7941 is a cereal suitable for winter season.
Crop7942,Cereal,119.04,All year,Crop7942 is a cereal suitable for all year season.
Crop7943,Cereal,117.12,Winter,Crop7943 is a cereal suitable for winter season.
Crop7944,Fruit,56.5,Monsoon,Crop7944 is a fruit suitable for monsoon season.
Crop7945,Fruit,187.63,Summer,Crop7945 is a fruit suitable for summer season.
Crop7946,Vegetable,77.2,All year,Crop7946 is a vegetable suitable for all year season.
Crop7947,Cereal,59.49,Summer,Crop7947 is a cereal suitable for summer season.
Crop7948,Cereal,187.25,Summer,Crop7948 is a cereal suitable for summer season.
Crop7949,Cereal,28.37,Monsoon,Crop7949 is a cereal suitable for monsoon season.
Crop7950,Fruit,21.42,Summer,Crop7950 is a fruit suitable for summer season.
Crop7951,Vegetable,47.13,Monsoon,Crop7951 is a vegetable suitable for monsoon season.
Crop7952,Vegetable,137.6,Winter,Crop7952 is a vegetable suitable for winter season.
Crop7953,Vegetable,176.43,Winter,Crop7953 is a vegetable suitable for winter season.
Crop7954,Cereal,149.25,Winter,Crop7954 is a cereal suitable for winter season.
Crop7955,Fruit,45.84,Winter,Crop7955 is a fruit suitable for winter season.
Crop7956,Cereal,196.93,All year,Crop7956 is a cereal suitable for all year season.
Crop7957,Vegetable,193.28,All year,Crop7957 is a vegetable suitable for all year season.
Crop7958,Cereal,188.82,Summer,Crop7958 is a cereal suitable for summer season.
Crop7959,Fruit,134.09,Monsoon,Crop7959 is a fruit suitable for monsoon season.
Crop7960,Cereal,62.5,Summer,Crop7960 is a cereal suitable for summer season.
Crop7961,Vegetable,64.77,Winter,Crop7961 is a vegetable suitable for winter season.
Crop7962,Cereal,96.39,Winter,Crop7962 is a cereal suitable for winter season.
Crop7963,Cereal,62.4,All year,Crop7963 is a cereal suitable for all year season.
Crop7964,Vegetable,112.07,All year,Crop7964 is a vegetable suitable for all year season.
Crop7965,Vegetable,73.98,Summer,Crop7965 is a vegetable suitable for summer season.
Crop7966,Fruit,194.44,All year,Crop7966 is a fruit suitable for all year season.
Crop7967,Cereal,115.51,Winter,Crop7967 is a cereal suitable for winter season.
Crop7968,Cereal,130.69,Monsoon,Crop7968 is a cereal suitable for monsoon season.
Crop7969,Vegetable,90.85,Winter,Crop7969 is a vegetable suitable for winter season.
